fancyname;category;company;purchases;ads;usersinteract;age_rating;Downloads;price;rating;numberreviews;five;four;three;two;one
Improved Initiative;role playing;colin howes;0;0;0;0;5000;0;4.2;19;100;45;0;9;18
Ultimate Horse Stunts & Real Run Simulator 2017;simulation;mixi gree studio;0;1;0;12;1000000;0;3.1;408;100;13;15;23;81
Puppet Theater (FREE);casual;way3edgy entertainment;0;1;0;0;10000;0;3.0;357;100;9;18;9;100
Multi-storey Sports Car Parking Simulator 2019;simulation;wicked 3d games studio;1;1;0;0;500000;0;3.4;352;100;5;7;7;61
NASCAR Rush;arcade;704games;1;1;0;0;100000;0;3.5;2893;100;28;26;16;53
Haunted house escape;puzzle;nest of games;0;1;0;12;100000;0;3.8;1578;100;15;14;5;37
Bridge Builder Adventure;puzzle;pixelmob;1;1;0;0;100000;0;4.1;105;100;27;7;11;19
Connect The Dots - Color Connect - Color Line;puzzle;happydream;0;1;0;0;10000;0;4.1;1209;100;40;23;7;12
Peace, Death!;arcade;azamatika;1;0;0;16;100000;1.79;4.7;11949;100;13;2;1;2
FUTWIZ;sports;webeast ltd;0;1;0;0;100000;0;3.4;425;100;25;34;11;60
Sky Garden - Scapes Farming;casual;vng game studios sea;1;1;0;0;5000000;0;4.4;133424;100;12;8;3;9
Hero Girl Sakura: Idle Anime Adventure;role playing;girls anime club;0;1;0;0;10000;0;3.7;409;100;16;20;9;41
Badminton 3D;sports;giraffe games limited;1;1;0;0;10000000;0;4.3;251964;100;23;13;2;9
Earth Lords Battle Simulator: Totally Epic War;strategy;pluton cell;0;1;0;0;10000;0;3.3;119;100;17;3;8;70
Art of War 3: PvP RTS modern warfare strategy game;strategy;gear games;1;1;1;12;5000000;0;4.5;229678;100;10;5;2;7
Extreme SUV Driving Simulator;racing;axesinmotion racing;1;1;0;0;10000000;0;4.4;163319;100;13;8;3;11
Cursed Treasure 2;strategy;armor games;1;1;0;0;100000;0;4.2;4045;100;23;12;8;11
Immigration Nation;educational;icivics;0;0;0;0;10000;0;4.1;75;100;16;18;4;16
Idle Supermarket Tycoon - Tiny Shop Game;simulation;codigames;1;1;0;0;10000000;0;4.4;441023;100;22;9;3;7
US Police Robot Bike Stunts;adventure;trend entertainment games;1;1;0;12;1000000;0;4.0;2198;100;8;8;5;27
Memory & Attention Training for Kids;educational;sanvada llc;0;1;0;0;1000000;0;4.4;3765;100;29;11;1;7
Baby games for 2 to 4 year olds;educational;bimi boo kids - games for boys and girls llc;1;0;0;0;1000000;0;4.2;2646;100;13;11;5;18
Nihilumbra;adventure;beautifun games;1;0;0;7;1000000;0;4.6;32038;100;10;4;1;5
City Car Racing Simulator 2018;racing;racing games android - appsoleut games;1;1;0;0;1000000;0;3.3;5692;100;14;12;13;66
Dead�Spreading:Idle�Game;strategy;potting mob;1;1;0;12;100000;0;3.9;6021;100;30;21;9;23
Escape The Ghost Town;puzzle;a-s-g;1;1;0;0;5000000;0;4.3;74346;100;28;14;4;9
Amazing Taxi Simulator V2 2019;simulation;strongunion games;1;1;0;0;1000000;0.99;3.5;51628;100;14;13;11;51
Basketball Shooting;arcade;android pixels;1;1;0;0;1000000;0;4.1;6866;100;18;13;7;20
Flappy Pap;arcade;hwp media;0;1;0;0;100;0;5.0;11;100;0;0;0;0
Snakes and Ladders Reloaded;board;supercent games;1;1;1;0;10000;0;4.4;175;100;16;5;3;11
Sprint 100 multiplay supported;sports;wasabi applications (<u+308f><u+3055><u+3073><u+30a2><u+30d7><u+30ea><u+30b1><u+30fc><u+30b7><u+30e7><u+30f3><u+30ba><u+682a><u+5f0f><u+4f1a><u+793e>);1;1;0;0;100000;0;3.2;774;100;33;17;20;84
Stick Fight: The Game Mobile;action;netease games;1;0;1;7;5000000;0;4.0;47093;100;19;11;6;22
Train Simulator Free 2018;simulation;racing games android - appsoleut games;1;1;0;0;5000000;0;3.5;27297;100;15;17;11;50
Train and rail yard simulator;simulation;3dinteger;0;1;0;0;1000000;0;4.0;11009;100;16;13;4;23
Party Time Drinking Game;board;partytimedev;1;0;0;16;10000;0;4.8;97;100;20;2;0;1
Coin Dozer Game Of Thrones Quest Casino Slot;casino;higher skills games;1;1;0;12;1000;0;4.3;39;100;6;3;3;16
Beast Animals Kingdom Battle: Dinosaur Games;action;gamtertainment;1;1;0;12;1000000;0;3.0;3998;94;24;29;24;100
Shisen Sho Mahjong Connect;puzzle;mobirix;1;1;1;7;1000000;0;4.3;17286;100;32;19;3;6
LYN: The Lightbringer;role playing;nexon company;1;1;1;12;500000;0;4.2;46598;100;26;10;5;15
Strawberry Shortcake Sweet Shop;casual;budge studios;1;1;0;0;10000000;0;3.9;301697;100;15;12;7;30
Standball;arcade;nikita makeev;1;1;0;0;1000;0;4.2;50;100;8;2;2;21
Car Maker Auto Mechanic Sports Car Builder Games;simulation;dragon fire z;1;1;0;0;1000000;0;3.1;8473;100;9;16;15;85
Golden Farm : Idle Farming Game;casual;playme8;1;1;1;0;1000000;0;4.5;69145;100;10;5;3;9
Extreme Sports Car Driving 3D;racing;axesinmotion racing;1;1;0;0;1000000;0;4.3;25301;100;12;9;3;15
Bridge the Wall;action;innovative games;0;1;0;0;10000000;0;3.9;52484;100;8;12;6;32
Chef Town: Cooking Simulation;casual;nanobit games;1;1;0;0;1000000;0;4.4;128664;100;32;15;3;6
GROW ORNAMENT;puzzle;eyezmaze;0;1;0;0;100000;0;4.6;861;100;16;5;1;6
Sudoku Help;puzzle;leen ammeraal;0;1;0;0;1000;0;4.0;25;100;18;6;6;25
block puzzle mania;puzzle;slimfitgames;0;1;0;12;100000;0;4.3;674;100;18;5;4;15
Toon Royale.io - Gun Battle;action;grimbots;1;1;0;12;100000;0;3.2;389;100;20;32;22;74
Car Stunts Racing: Car Games;simulation;games bracket;1;1;0;0;1000000;0;3.6;663;100;13;22;5;50
Mexican Train Dominoes Gold;board;glowing eye games limited;1;1;0;0;100000;0;3.7;227;100;29;15;13;37
BREAKFINITY;arcade;hassey enterprises, inc.;1;1;0;0;100000;0;3.8;1659;100;25;27;15;25
Total Conquest;strategy;gameloft se;1;1;1;7;10000000;0;4.1;321543;100;15;12;4;20
Bridge Constructor;simulation;clockstone studio;1;1;0;0;1000000;1.48;4.3;48321;100;20;7;3;11
Ball Pack;arcade;ketchapp;1;1;0;0;100000;0;3.6;592;100;27;30;17;41
Tank Wars Classic;strategy;punkhorse;0;1;0;7;100000;0;3.0;2393;98;30;32;26;100
Ludo Knight;board;fewargs;0;1;0;0;100000;0;3.6;651;100;13;32;12;41
The Walking Dead: Season Two;adventure;howyaknow, llc;1;0;0;18;10000000;0;4.6;650122;100;9;4;1;6
Love Poly - New puzzle game;puzzle;eyewind;1;1;0;0;10000000;0;4.3;71529;100;15;9;5;14
Air Hockey Online Multiplayer Arena 2.0;arcade;dutous;0;0;0;0;10000;0;3.5;159;100;14;13;17;48
Solitaire - Island Adventure;card;card games, inc;1;1;0;0;1000000;0;4.9;86767;100;4;1;0;1
Jewels Mine;puzzle;maze mine;0;1;0;0;500000;0;4.2;457;100;32;22;8;11
Horror: Fear in Hospital;adventure;asteroid games 3d;0;1;0;16;100000;0;3.6;3066;100;27;18;13;41
Block Puzzle Classic - Free Brick Puzzle;puzzle;infinity game studio;0;1;0;0;500000;0;4.3;1946;100;29;7;3;10
Mr Ball;arcade;ctasdaw;0;1;0;0;50000;0;2.6;148;63;8;6;5;100
Woord Verbinden;word;wordpuzzle games;0;1;0;0;10000;0;4.3;93;100;2;2;4;17
Multiplayer Flags Quiz;trivia;boombing;0;1;0;0;5000;0;4.3;43;100;9;6;6;12
Hidden Objects Fairy Tale;puzzle;webelinx hidden object games;1;1;0;0;5000000;0;4.3;70795;100;33;18;4;7
Soccer Goalkeeper;sports;bambo studio;1;1;0;0;1000000;0;3.1;29871;100;20;18;14;89
Pizza Boy - Game Boy Color Emulator Free;arcade;davide berra;0;0;0;0;100000;0;4.2;1137;100;21;19;4;15
Owlee - Mind Game. NEW mind-breakers and puzzles!;puzzle;immersive fox;1;0;0;0;1000;0;4.6;94;100;26;4;4;2
Oil Mining Factory: Petroleum Refinery Tycoon Sim;adventure;kids games factory;0;1;0;0;10000;0;2.4;120;46;5;11;5;100
Paladins: Text Adventure RPG;role playing;delight games;1;1;0;0;100000;0;4.8;16533;100;14;1;1;1
BAD 2 BAD: EXTINCTION;role playing;dawinstone;1;1;0;7;1000000;0;4.3;30117;100;24;10;4;9
Mystic Messenger;simulation;cheritz co., ltd;1;0;0;12;1000000;0;4.6;330895;100;11;4;2;5
Spider Solitaire;card;hicard;0;1;0;0;1000000;0;4.5;36397;100;32;8;1;3
LEGO� MINDSTORMS� Fix Factory;puzzle;lego system a/s;0;0;0;0;1000000;0;4.3;17152;100;10;8;3;13
Master Bartender Mix : Funny Perfect Drink Maker;simulation;fruitgama mobi;0;1;0;0;100000;0;3.4;976;100;15;11;15;55
Spike Masters Volleyball;sports;rmc spear;1;1;0;0;1000000;0;4.4;55038;100;23;12;2;6
KING CRAFT: Medieval Castle Building Knight Games;adventure;survival crafting & exploration adventure games;0;1;0;12;100000;0;3.5;504;100;17;11;13;55
Idle Mafia Boss;simulation;alphatier studios;1;1;0;0;50000;0;3.7;43;100;17;21;17;30
Big Time Mahjong;card;winr games inc;0;1;0;0;100000;0;4.5;3963;100;20;8;2;6
VR Heights: Free Running Parkour Game (Cardboard);simulation;virtual amigos;1;1;0;0;100000;0;3.2;675;100;21;16;21;78
City Vandal - Spray & Run;action;crazy labs by tabtale;1;1;0;12;1000000;0;4.0;6757;100;16;12;6;24
Mermaid Secrets2- Mermaid Girl First Crush;casual;joyplus technology co., ltd.;1;1;0;12;1000000;0;4.3;19205;100;12;8;5;14
Knives;casual;playdox games;1;1;0;0;1000000;0;4.3;137;100;21;15;4;11
Bomber Legend: Super Classic Boom Battle;action;alphaway game studio;1;1;0;0;100000;0;4.1;2609;100;13;10;5;19
Criminal Case: The Conspiracy;adventure;pretty simple;1;1;0;12;1000000;0;4.5;30471;100;14;5;3;5
Pathfinder Adventures;board;asmodee digital;1;0;0;7;500000;0;3.6;13711;100;32;14;19;43
Delicious - Emily's Honeymoon Cruise;casual;gamehouse;1;0;0;0;1000000;0;4.2;38911;100;15;10;6;16
G4A: Crazy Eights;card;games4all;1;1;0;0;100000;0;3.8;1935;100;31;21;5;35
Truth or Dare for Couples 18+;adventure;portalsoft ltd;0;1;0;16;500000;0;4.1;7434;100;48;28;5;11
Car Mechanic Job: Simulator;simulation;car simulator crafting & building fps arcade games;0;1;0;0;1000000;0;4.3;24282;100;10;6;4;14
History Quiz: From Prehistory To 21st Century;trivia;world of quiz;1;1;0;0;10000;0;4.3;329;100;43;14;3;6
Black Stories PREMIUM;puzzle;flexsoft;0;0;0;0;10000;2.09;4.3;373;100;18;8;4;11
One More Dash;casual;smg studio;1;1;0;0;1000000;0;4.1;22828;100;30;13;7;16
Wildlife Park;simulation;b-alive gmbh;1;0;0;0;500000;0;3.4;6982;100;30;20;20;62
Learning numbers for kids - kids number games! <U+0001F476>;educational;gokids!;1;1;0;0;5000000;0;4.4;18875;100;19;13;3;9
Trampoline Man;action;kobedenshi gamesoft;0;0;0;0;1000;0;3.1;28;88;77;33;11;100
Gold Miner World Tour;arcade;senspark co., ltd;1;1;0;12;100000;0;4.4;1172;100;24;6;3;8
7th Heaven: Throw the ball, jump and bounce!;arcade;tappx apps;0;1;0;0;10000;0;4.2;114;100;32;14;4;13
Tiny Room Stories: Town Mystery;puzzle;kiary games;1;1;0;0;1000000;0;4.6;68667;100;17;5;1;3
U-BOOT The Board Game;board;iron wolf studio s.a.;0;0;0;0;50000;0;3.7;438;100;26;28;9;38
Trivia Questions and Answers Kids;trivia;cadev games;1;1;0;0;100000;0;3.7;1327;100;19;19;12;35
Scrabboard Solver;word;jhautot;1;1;0;0;5000;0;3.9;45;100;18;7;11;29
Gartic.io - Draw, Guess, WIN;trivia;gartic;0;1;1;0;1000000;0;3.6;25358;100;35;24;16;41
Click one million Eggs;casual;magical egg 2;0;1;0;18;50000;0;2.9;271;87;12;8;8;100
Five Nights at Freddy's 3;action;scott cawthon;0;0;0;12;100000;3.09;4.7;28773;100;10;4;1;4
March of Empires: War of Lords � MMO Strategy Game;strategy;gameloft se;1;0;1;16;10000000;0;4.1;298667;100;28;13;6;21
Mobfish Hunter;action;appxplore (icandy);1;1;0;7;1000000;0;4.2;53822;100;26;11;5;14
Metal Soldiers 2;action;play365;1;1;0;12;10000000;0;4.3;252107;100;13;8;4;14
Fun food;role playing;yovogames;1;1;0;0;100000;0;3.6;291;100;12;14;10;43
Motorcycle Mechanic: Motorbike Simulator Game;simulation;car simulator crafting & building fps arcade games;0;1;0;0;100000;0;3.5;1877;100;17;13;14;54
Sudoku - Free Classic Sudoku Puzzles;puzzle;beetles games studio;1;1;0;0;10000000;0;4.8;146658;100;9;1;0;1
Backgammon Mighty;board;tough pixels;0;0;0;0;5000000;0;4.1;47049;100;20;11;4;22
Hunting Simulator Game. The hunter simulator;simulation;woodcock entertainment;1;1;0;16;100000;0;4.4;1949;100;24;5;4;10
Idle Submarine: Crafting Journey;simulation;black bears;1;1;1;0;100000;0;4.1;2053;100;20;16;6;20
Can Your Pet : Returns - Teen;simulation;scaryama;1;1;0;0;1000000;0;4.3;47092;100;10;7;3;15
Stratego� Multiplayer Premium;board;youda games holding b.v.;1;0;0;0;5000;7.49;3.7;334;100;30;9;7;43
Secret Passages Of The Hidden City;puzzle;lory hidden object games;0;1;0;7;100000;0;4.3;2167;100;45;16;4;7
Parallyzed;arcade;app holdings;1;1;0;0;1000000;0;3.8;2125;100;28;24;14;27
Moto Traffic Race;racing;play365;1;1;0;12;10000000;0;4.0;177467;100;12;10;6;24
Smart Game for Kids FREE;educational;anforai365;0;1;0;0;10000;0;4.3;63;100;8;2;4;16
Armed Heist: Ultimate Third Person Shooting Game;action;sozap;1;1;0;16;1000000;0;4.4;6733;100;18;8;3;10
Car Driving Simulator 2018: Ultimate Drift;racing;mobimi games;0;1;0;0;5000000;0;4.0;1161;100;13;9;8;26
Hangman;puzzle;senior games;1;1;0;0;10000000;0;4.5;135146;100;18;8;2;7
Mighty Party: Epic Battle Turn Based Strategy RPG;role playing;panoramik games ltd;1;0;0;12;500000;0;4.5;5075;100;15;5;2;8
Bud Farm Idle - Growing Tycoon Weed Farm;simulation;lunaweedy;1;1;0;18;100000;0;4.2;6749;100;11;8;6;15
Village and Farm;casual;playday games;1;0;0;0;10000000;0;4.5;27024;100;14;7;2;6
Scary Teacher 3D;simulation;z & k;1;1;0;12;5000000;0;4.3;49932;100;12;7;4;14
Cube Escape: Harvey's Box;puzzle;rusty lake;0;1;0;12;1000000;0;4.6;17942;100;16;6;1;3
Humbug - Genius Puzzle;puzzle;dunderbit;1;1;0;0;100000;0;4.7;21714;100;17;3;1;1
Crazy AA;action;mia game;0;1;0;0;100000;0;4.1;1473;100;11;7;3;21
Happy Shots Golf;puzzle;lion studios;1;1;0;0;500000;0;3.7;904;100;29;24;18;35
Sentence;simulation;guts united;1;1;0;12;1000000;0;4.4;60134;100;22;7;3;8
FPse for Android devices;casual;schtruck & ldchen;0;0;0;0;500000;2.79;4.6;59783;100;12;4;1;5
Solitaire Card Games Free;card;card games, inc;0;1;0;0;1000000;0;4.7;3433;100;8;3;1;3
Cartoon Wars;arcade;gamevil;1;1;1;12;10000000;0;4.1;584963;100;14;10;3;22
KillSud - killer sudoku;puzzle;botensoft;0;0;0;0;100000;0;4.3;2812;100;26;7;3;13
Case Simulator Ultimate;simulation;silverlime;1;1;0;12;1000000;0;4.6;77532;100;14;6;1;5
DrawParty for Chromecast;casual;njacobs;0;0;0;0;5000;0;4.4;25;100;23;11;0;11
Pacy Boy;arcade;retrosoft corp.;0;1;0;0;100000;0;3.5;549;100;32;36;16;46
AFK Arena;role playing;lilith  games;1;0;1;12;10000000;0;4.6;1542268;100;28;7;1;3
Idle Golf Tycoon;casual;hothead games;1;1;0;0;1000000;0;4.5;40337;100;25;13;2;4
Logic Master 2 - Tricky & Odd;puzzle;weez beez;1;1;0;0;1000000;0;4.4;22646;100;23;9;2;10
Need for Jump (VR game);arcade;jedium game studio;1;0;0;0;50000;0;4.3;487;100;12;10;1;13
French Regions - Capitals and Maps of France Quiz;trivia;andrey solovyev;0;1;0;0;50000;0;4.2;750;100;19;8;7;13
Business with Friends - Fun Social Business Game;board;dream hq;1;1;1;0;500000;0;4.5;21175;100;11;5;3;9
Solitaire;card;tripledot studios limited;0;1;0;0;1000000;0;4.8;30868;100;8;2;0;2
Carrom Disc Pool;sports;miniclip.com;1;1;0;0;50000000;0;4.4;872884;100;21;8;2;9
Archero;action;habby;1;1;0;0;10000000;0;4.5;616461;100;20;7;2;6
Baby Touch Sounds;educational;appquiz;1;1;0;0;1000000;0;3.8;2472;100;21;26;8;32
Drugstore 2 Supermarket FREE;casual;beansprites llc;1;1;0;0;1000000;0;4.0;464;100;9;11;7;25
Hoopa City;simulation;dr. panda;0;0;0;0;10000;3.49;4.2;590;100;22;7;5;15
Snakebird;puzzle;noumenon games;1;0;0;0;100000;0;4.5;1956;100;15;3;7;6
Spin The Wheel For Battle Royale;simulation;soul element;0;1;0;0;100000;0;3.4;521;100;17;5;11;63
PIT STOP RACING : MANAGER;racing;gabangman studio;1;1;0;0;1000000;0;4.1;12607;100;21;12;9;15
Legend of Blades;role playing;amusinggame;1;0;0;12;1000000;0;4.3;4314;100;10;6;3;14
Skido: Spite and Malice;card;pb softworks;0;1;0;0;100000;0;4.0;2455;100;42;18;12;17
aquapark.io;action;voodoo;1;1;0;0;50000000;0;4.2;636594;100;17;9;5;15
Cats are Cute;simulation;kkiruk studio;1;1;0;0;1000000;0;4.8;63543;100;11;3;1;1
Tractor Driver Agri Farm;simulation;saga games inc;1;1;0;0;500000;0;3.5;1828;100;17;11;7;58
SuperBike Racer 2019;racing;gt action games;1;1;0;0;1000000;0;3.9;1549;100;13;11;6;33
80 Days;role playing;inkle ltd;0;0;0;0;100000;5.49;4.6;6615;100;11;5;4;4
Swipe Brick Breaker Ball Puzzle Quest;puzzle;dragon legends game;1;1;0;0;10000;0;4.7;203;100;15;4;2;0
Flying Bird;arcade;axioms technologies;0;1;0;0;50000;0;3.4;189;100;19;14;5;63
Cutie Raid - Angels Tale;role playing;fenixs;1;0;1;12;50000;0;4.3;2633;100;25;8;2;12
Neighbours;puzzle;eyezmaze;0;1;0;0;100000;0;3.8;1326;100;15;20;3;32
Olympus Rising: Hero Defense and Strategy game;strategy;flaregames;1;1;1;12;1000000;0;4.6;148911;100;21;5;1;3
Beat Cop;adventure;11 bit studios;1;0;0;18;100000;0;4.5;4393;100;18;5;4;7
Cubefield;arcade;yauda games;0;1;0;0;5000;0;3.9;28;100;35;28;7;28
Stupid Test - How smart are you?;puzzle;dh3 games;0;1;0;0;1000000;0;4.0;4782;100;30;22;8;22
Shakes and Fidget;role playing;playa games;1;0;1;7;5000000;0;4.6;777352;100;20;4;1;3
Strawberry Shortcake Ice Cream Island;casual;budge studios;1;1;0;0;10000000;0;3.9;64006;100;13;11;8;26
Scrabble Solitaire;word;mobile gyro;0;1;0;0;100000;0;3.3;208;100;34;16;28;63
Car Escape;puzzle;puzzle saga studio;1;1;0;0;500000;0;4.2;2133;100;22;10;6;17
Bubble Wings: offline bubble shooter games;casual;neon game;1;1;0;0;5000000;0;4.6;66379;100;13;7;2;4
Soul Destiny;role playing;eyougame(uss);1;0;1;12;500000;0;4.3;2105;100;17;8;3;11
Bloxy Puzzles;puzzle;viker;1;1;0;0;50000;0;4.0;297;100;35;21;0;27
Fantasy Glider;casual;poco labs;0;0;0;0;5000;0;4.0;115;100;18;11;7;22
Trail World VR Virtual Reality;adventure;no pressure studios;0;1;0;0;100000;0;3.9;597;100;40;13;15;22
Bubble Pop;puzzle;fun.lab;0;1;0;0;1000000;0;4.4;3561;100;18;5;4;9
AirFighters;simulation;rortos;1;1;1;7;10000000;0;4.1;128407;100;22;12;5;22
Tiltball for MERGE Cube;adventure;merge;0;0;0;0;50000;0;4.1;97;100;16;12;3;24
Age of 2048�: World City Building Games;puzzle;nlabsoft co., ltd.;1;1;0;0;100000;0;4.5;2168;100;26;8;6;3
Kapi Hospital Tower;casual;upjers gmbh;1;1;0;0;100000;0;3.8;2112;100;34;25;15;25
Caillou Check Up - Doctor;educational;budge studios;1;1;0;0;5000000;0;3.8;27127;100;11;10;8;36
#SelfCare;role playing;tru luv media, inc.;1;0;0;12;100000;0;4.5;1362;100;11;3;0;11
Grand Dragon Fire Simulator - Epic Battle 2019;simulation;grand gamerz;0;1;0;12;100000;0;3.1;1506;100;8;20;17;85
Sausage Flip;arcade;madbox;1;1;0;0;5000000;0;4.1;21286;100;22;17;8;18
Pixel Heroes: Byte & Magic;role playing;headup;0;0;0;16;10000;6.99;4.3;1727;100;19;12;8;10
A&E� Crime Scene: AR;simulation;a&e television networks mobile;0;0;0;12;10000;0;3.8;91;100;46;39;9;26
Truth or Dare <U+2753><U+2757><U+FE0F>;trivia;dorre makes games;1;1;0;12;50000;0;3.3;166;100;10;28;17;64
Reaction Test Glow;casual;chrissoft;0;1;0;0;10000;0;4.3;75;100;15;11;7;9
360 Degree;arcade;the mascoteers;1;1;0;0;1000000;0;4.1;42689;100;28;15;6;20
XO Game bluetooth;puzzle;tarek360;0;0;0;0;10000;0;4.1;105;100;14;13;7;16
King's Raid;role playing;vespa inc.;1;0;1;12;5000000;0;4.1;162496;100;21;11;6;19
QUIZ PLANET - Game Of Thrones!;trivia;monster planet corp.;1;1;0;0;50000;0;3.8;421;100;38;24;14;26
Ra slots - casino slot machines;casino;tinysoft - slots, slot machines & casino games;1;1;0;12;1000000;0;4.5;24302;100;11;5;2;7
City Adventure;puzzle;gps play;0;0;0;0;1000;0;2.4;8;50;0;25;25;100
Football Draft and Pack Opener 19;sports;joyapp group;1;1;1;0;100000;0;4.4;4509;100;13;9;3;10
Police Car Driving - Crime Simulator;simulation;racing games android - appsoleut games;1;1;0;0;1000000;0;3.0;7404;100;17;17;18;99
Bottle Cap Challenge;sports;airapport;0;1;0;0;1000;0;3.9;27;100;11;0;0;38
Bloody Finger JUMP;arcade;sleepless clinic;0;1;0;7;1000000;0;4.2;15283;100;16;10;2;18
Indoor Soccer 2019;sports;1der sports;0;1;0;0;500000;0;3.9;234;100;17;6;5;35
Carnivores: Ice Age;action;tatem games inc.;1;1;0;12;1000000;0;4.3;71188;100;16;9;3;14
Slither Snake;casual;feng mobile;0;1;0;0;500000;0;4.3;12748;100;15;9;4;14
Piano Tap - Michael Jackson;arcade;appstudiosg;0;1;0;0;50000;0;3.8;682;100;14;8;6;36
World Of Blade : Zombie Slasher;action;x's quest;1;1;0;0;1000000;0;3.8;4999;100;14;13;8;32
Extreme Car Driving Racing 3D;racing;axesinmotion racing;1;1;0;0;10000000;0;4.3;129779;100;14;9;3;11
Solitaire;card;ordinary cell;0;1;0;0;500000;0;4.3;441;100;28;14;1;10
Girls X Battle 2;role playing;carolgames;1;0;1;12;1000000;0;4.5;110769;100;10;5;2;9
Game of Thrones Slots Casino: Epic Free Slots Game;casino;zynga;1;1;0;12;1000000;0;4.4;28637;100;16;6;3;10
<U+0001F3B2> Ludo Game - Dice Board Games for Free <U+0001F3B2>;board;idz digital private limited;1;1;0;7;1000000;0;4.2;7058;100;19;11;4;14
Beach Buggy Racing 2;racing;vector unit;1;0;0;0;10000000;0;4.4;129053;100;19;8;3;10
Survivalcraft;action;candy rufus games;0;0;1;7;500000;3.99;4.4;64842;100;23;9;3;10
FULL METAL MONSTERS;action;azur interactive games limited;1;1;0;7;1000000;0;4.2;4497;100;14;8;4;15
Minesweeper GO - classic mines game;puzzle;evolvegames;1;1;0;0;100000;0;4.6;3854;100;16;6;1;5
Sea Game: Mega Carrier;strategy;tap4fun;1;0;1;0;1000000;0;4.3;64012;100;24;14;3;9
Good Knight Story;board;turbo chilli;1;1;0;7;1000000;0;4.7;226594;100;28;5;0;0
Mr Bow;arcade;onesoft global pte. ltd.;1;1;0;12;10000000;0;4.5;61987;100;9;5;3;8
Wonder Tactics;role playing;com2us;1;1;1;7;1000000;0;4.3;60246;100;26;9;3;11
Annelids: Online battle;action;michal srb;1;1;1;7;10000000;0;4.4;180237;100;14;8;3;11
Mahjong Match Puzzle;puzzle;mobirix;1;1;1;0;500000;0;4.3;14386;100;38;18;5;7
Picasso: Mirror Draw!;casual;dps world;0;1;0;0;500000;0;3.6;5835;100;21;23;18;39
Weed Farm Dealer;casual;grow brothers;1;0;0;18;100000;0;3.8;2001;100;19;18;5;34
Alter Dogma;role playing;meteo games;0;0;0;7;100000;2.79;3.9;1896;100;35;30;21;17
Box Simulator for Brawl Stars: Open That Box!;simulation;slayd elers;0;1;0;0;1000000;0;3.0;18415;97;21;22;16;100
3DCARP2;sports;vcf;0;0;0;0;1000;3.11;3.9;85;100;20;16;2;34
Formula Clicker - Idle Racing Manager & Tycoon;strategy;ggds - idle games business tycoon <u+0001f48e>;1;1;0;0;500000;0;4.4;28667;100;26;13;3;7
Real Guns & Firearms Simulator 3D;simulation;patrick k�nig;1;1;0;0;100000;0;3.5;1246;100;41;22;14;50
Amazing Loot Grind;role playing;star penguin games;0;1;0;0;100000;0;3.9;1963;100;31;24;10;22
Zombie Haters;arcade;dotjoy;1;1;0;12;1000000;0;3.4;20211;100;42;35;22;54
The Greedy Cave 2: Time Gate;role playing;avalon-games;1;1;1;7;500000;0;4.4;12957;100;21;7;3;8
Kick the Buddy: Forever;action;playgendary;1;1;0;12;50000000;0;4.2;695095;100;12;8;4;16
Kids puzzle for preschool education - Dinosaur;puzzle;abuzz;1;1;0;0;1000000;0;4.1;1156;100;28;17;4;19
UniWar;strategy;spooky house studios ug (haftungsbeschraenkt);1;1;1;0;1000000;0;4.6;42147;100;13;3;2;5
Oscar the Cat - Virtual Pet;casual;digitaleagle;1;1;0;0;1000000;0;4.3;13831;100;11;6;5;15
